"","X","CITY","STABBR","INSTNM","MAIN","INSTURL","PREDDEG","CONTROL","UGDS","ADM_RATE","SAT_AVG","ACTCMMID","TUITIONFEE_IN","TUITIONFEE_OUT","C150_4","LONGITUDE","LATITUDE"
"169",169,"Palm Desert","CA","College of the Desert",1,"collegeofthedesert.edu",2,1,8937,1,1061.44920634921,23.2588331963846,1316,6832,0.510104098765432,-116.38761,33.732484
"170",170,"San Diego","CA","Design Institute of San Diego",1,"www.disd.edu",3,3,171,1,1061.44920634921,23.2588331963846,17547,17547,0.3333,-117.149808,32.731022
"171",171,"San Rafael","CA","Dominican University of California",1,"www.dominican.edu",3,2,1448,0.8092,1047,23,41730,41730,0.618,-122.514654,37.980014
"172",172,"Torrance","CA","El Camino Community College District",1,"www.elcamino.edu",2,1,22082,1,1061.44920634921,23.2588331963846,1142,5678,0.510104098765432,-118.326623,33.885586
"173",173,"San Jose","CA","Evergreen Valley College",1,"www.evc.edu",2,1,7325,1,1061.44920634921,23.2588331963846,1326,7010,0.510104098765432,-121.766686,37.301736
"174",174,"Los Angeles","CA","Fashion Institute of Design & Merchandising-Los Angeles",1,"www.fidm.edu",2,3,3142,0.5178,1061.44920634921,23.2588331963846,29930,29930,0.6224,-118.25993,34.044209
"175",175,"Quincy","CA","Feather River Community College District",1,"www.frc.edu",2,1,1543,1,1061.44920634921,23.2588331963846,1446,7266,0.510104098765432,-120.970877,39.952395
"176",176,"Los Altos Hills","CA","Foothill College",1,"www.foothill.edu",2,1,13478,1,1061.44920634921,23.2588331963846,1551,8256,0.510104098765432,-122.12833,37.361104
"177",177,"Fresno","CA","Fresno City College",1,"www.fresnocitycollege.edu",2,1,19770,1,1061.44920634921,23.2588331963846,1188,6828,0.510104098765432,-119.795129,36.767516
"178",178,"Fresno","CA","Fresno Pacific University",1,"www.fresno.edu",3,2,2605,0.6662,1010,22,26638,26638,0.6327,-119.731953,36.725279
"179",179,"Fullerton","CA","Fullerton College",1,"www.fullcoll.edu",2,1,22990,1,1061.44920634921,23.2588331963846,1138,6010,0.510104098765432,-117.916986,33.876794
"180",180,"Gilroy","CA","Gavilan College",1,"www.gavilan.edu",2,1,4754,1,1061.44920634921,23.2588331963846,1246,6654,0.510104098765432,-121.568174,36.973274
"181",181,"Glendale","CA","Glendale Community College",1,"www.glendale.edu",2,1,13471,1,1061.44920634921,23.2588331963846,1175,5663,0.510104098765432,-118.228251,34.166422
"182",182,"San Francisco","CA","Golden Gate University-San Francisco",1,"www.ggu.edu",3,2,482,1,1061.44920634921,23.2588331963846,14640,14640,0.510104098765432,-122.398785,37.789208
"183",183,"El Cajon","CA","Grossmont College",1,"www.grossmont.edu/",2,1,16357,1,1061.44920634921,23.2588331963846,1387,6897,0.510104098765432,-117.007292,32.816077
"184",184,"Salinas","CA","Hartnell College",1,"www.hartnell.edu",2,1,9161,1,1061.44920634921,23.2588331963846,1420,7060,0.510104098765432,-121.668763,36.673052
"185",185,"Claremont","CA","Harvey Mudd College",1,"https://www.hmc.edu",3,2,802,0.1425,1500,34,48594,48594,0.901,-117.710594,34.106137
"186",186,"San Francisco","CA","Heald College-San Francisco",1,"www.heald.edu",2,3,748,1,1061.44920634921,23.2588331963846,13620,13620,0.510104098765432,-122.404246,37.782001
"187",187,"Oakland","CA","Holy Names University",1,"www.hnu.edu",3,2,690,0.5706,885,19,34488,34488,0.4954,-122.18717,37.802654
"188",188,"Arcata","CA","Humboldt State University",1,"www.humboldt.edu",3,1,7962,0.7655,986,21,7171,18331,0.4384,-124.0814,40.8741
"189",189,"Stockton","CA","Humphreys College-Stockton and Modesto Campuses",1,"www.humphreys.edu",3,2,617,1,1061.44920634921,23.2588331963846,12456,12456,0.6761,-121.316401,38.011051
"190",190,"Imperial","CA","Imperial Valley College",1,"www.imperial.edu",2,1,6958,1,1061.44920634921,23.2588331963846,1365,7525,0.510104098765432,-115.503903,32.827563
"191",191,"Newport Beach","CA","Interior Designers Institute",1,"idi.edu",2,3,203,1,1061.44920634921,23.2588331963846,18045,18045,0.510104098765432,-117.865722,33.641393
"192",192,"Pleasant Hill","CA","John F. Kennedy University",1,"www.jfku.edu",3,2,251,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-122.183972,37.881794
"193",193,"Los Angeles","CA","American Jewish University",1,"www.aju.edu",3,2,96,0.4146,1061.44920634921,23.2588331963846,29132,29132,0.5455,-118.471764,34.128099
"194",194,"Reedley","CA","Reedley College",1,"www.reedleycollege.edu",2,1,12900,1,1061.44920634921,23.2588331963846,1198,6838,0.510104098765432,-119.45993,36.605968
"195",195,"San Dimas","CA","Life Pacific College",1,"www.lifepacific.edu",3,2,479,0.6633,903,19,12860,12860,0.4706,-117.830997,34.089421
"196",196,"La Verne","CA","University of La Verne",1,"www.laverne.edu/",3,2,5137,0.4656,1014,22,36744,36744,0.5859,-117.772634,34.10086
"197",197,"Laguna Beach","CA","Laguna College of Art and Design",1,"www.lcad.edu",3,2,543,0.5847,1061.44920634921,23.2588331963846,27300,27300,0.4483,-117.772564,33.561448
"198",198,"South Lake Tahoe","CA","Lake Tahoe Community College",1,"www.ltcc.edu",2,1,2190,1,1061.44920634921,23.2588331963846,1221,6642,0.510104098765432,-119.971631,38.926864
"199",199,"Oakland","CA","Laney College",1,"www.laney.edu/wp/",2,1,9707,1,1061.44920634921,23.2588331963846,1144,6256,0.510104098765432,-122.262434,37.796205
"200",200,"Susanville","CA","Lassen Community College",1,"www.lassencollege.edu/",2,1,2291,1,1061.44920634921,23.2588331963846,1127,5903,0.510104098765432,-120.631169,40.431327
"201",201,"Oakland","CA","Lincoln University",1,"www.lincolnuca.edu",3,2,119,1,1061.44920634921,23.2588331963846,10105,10105,0.5556,-122.269745,37.804788
"202",202,"El Cajon","CA","Southern California Seminary",1,"www.socalsem.edu",3,2,62,1,1061.44920634921,23.2588331963846,14244,14244,1,-116.900531,32.803259
"203",203,"Riverside","CA","La Sierra University",1,"www.lasierra.edu",3,2,2054,0.4064,934,20,29895,29895,0.4967,-117.497071,33.908834
"204",204,"Loma Linda","CA","Loma Linda University",1,"www.llu.edu/index.html",3,2,1039,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-117.261086,34.050975
"205",205,"Wilmington","CA","Los Angeles Harbor College",1,"www.lahc.edu",2,1,8707,1,1061.44920634921,23.2588331963846,1220,6834,0.510104098765432,-118.28186,33.784201
"206",206,"Woodland Hills","CA","Los Angeles Pierce College",1,"www.piercecollege.edu",2,1,18449,1,1061.44920634921,23.2588331963846,1220,6810,0.510104098765432,-118.577194,34.184184
"207",207,"Los Angeles","CA","Los Angeles Southwest College",1,"www.lasc.edu",2,1,5890,1,1061.44920634921,23.2588331963846,1220,6810,0.510104098765432,-118.304674,33.929586
"208",208,"Santa Clarita","CA","The Master's College and Seminary",1,"www.masters.edu",3,2,1182,0.7588,1103,25,29860,29860,0.6243,-118.517422,34.38214
"209",209,"Los Angeles","CA","Los Angeles County College of Nursing and Allied Health",1,"dhs.org/wps/portal/CollegeofNursing",2,1,204,1,1061.44920634921,23.2588331963846,5032.29961089494,17349.8388367161,0.510104098765432,-118.211418,34.061605
"210",210,"Sylmar","CA","Los Angeles Mission College",1,"www.lamission.edu",2,1,8487,1,1061.44920634921,23.2588331963846,1220,6810,0.510104098765432,-118.419087,34.314944
"211",211,"Pittsburg","CA","Los Medanos College",1,"www.losmedanos.edu",2,1,7751,1,1061.44920634921,23.2588331963846,1298,7038,0.510104098765432,-121.861122,38.005552
"212",212,"Los Angeles","CA","Loyola Marymount University",1,"www.lmu.edu",3,2,6064,0.5271,1218,28,41597,41597,0.7776,-118.415655,33.970633
"213",213,"Kentfield","CA","College of Marin",1,"www.marin.edu",2,1,4663,1,1061.44920634921,23.2588331963846,1420,7570,0.510104098765432,-122.549936,37.955014
"214",214,"Rancho Palos Verdes","CA","Marymount California University",1,"www.marymountcalifornia.edu/",3,2,1086,1,1061.44920634921,23.2588331963846,31932,31932,0.3682,-118.333404,33.73463
"215",215,"Ukiah","CA","Mendocino College",1,"www.mendocino.edu",2,1,3151,1,1061.44920634921,23.2588331963846,1422,5892,0.510104098765432,-123.22903,39.19119
"216",216,"Atherton","CA","Menlo College",1,"www.menlo.edu",3,2,793,0.4506,995,21,37520,37520,0.4331,-122.181444,37.452906
"217",217,"Merced","CA","Merced College",1,"www.mccd.edu",2,1,9053,1,1061.44920634921,23.2588331963846,1138,5890,0.510104098765432,-120.476726,37.335348
"218",218,"Oakland","CA","Mills College",1,"www.mills.edu",3,2,909,0.7614,1152,26,42918,42918,0.7178,-122.18789,37.782639
"219",219,"Santa Clara","CA","Mission College",1,"www.missioncollege.edu/",2,1,6737,1,1061.44920634921,23.2588331963846,1174,6070,0.510104098765432,-121.982174,37.391323
"220",220,"Modesto","CA","Modesto Junior College",1,"www.mjc.edu",2,1,16253,1,1061.44920634921,23.2588331963846,1150,6406,0.510104098765432,-121.009723,37.652042
"221",221,"Monterey","CA","Monterey Peninsula College",1,"www.mpc.edu",2,1,7067,1,1061.44920634921,23.2588331963846,1170,5586,0.510104098765432,-121.885774,36.590826
"222",222,"Moorpark","CA","Moorpark College",1,"www.moorparkcollege.edu/index.shtml",2,1,13180,1,1061.44920634921,23.2588331963846,1388,7050,0.510104098765432,-118.836624,34.300018
"223",223,"Walnut","CA","Mt San Antonio College",1,"www.mtsac.edu",2,1,26463,1,1061.44920634921,23.2588331963846,1348,7424,0.510104098765432,-117.8437,34.043786
"224",224,"Los Angeles","CA","Mount Saint Mary's University",1,"www.msmu.edu",3,2,2659,0.783,902,18,34826,34826,0.655,-118.480471,34.082112
"225",225,"San Jacinto","CA","Mt San Jacinto Community College District",1,"www.msjc.edu",2,1,13695,1,1061.44920634921,23.2588331963846,1386,7656,0.510104098765432,-116.970063,33.807364
"226",226,"Napa","CA","Napa Valley College",1,"www.napavalley.edu",2,1,5752,1,1061.44920634921,23.2588331963846,1142,5942,0.510104098765432,-122.272565,38.27254
"227",227,"San Jose","CA","The National Hispanic University",1,"www.nhu.edu",3,3,47,1,1061.44920634921,23.2588331963846,8196,8196,0.3103,-121.815921,37.359057
"228",228,"La Jolla","CA","National University",1,"www.nu.edu",3,2,9425,1,1061.44920634921,23.2588331963846,12384,12384,0.4,-117.244243,32.909469
"229",229,"San Diego","CA","Newschool of Architecture and Design",1,"www.newschoolarch.edu",3,3,360,0.98,1061.44920634921,23.2588331963846,21920,21920,0.4,-117.153305,32.71331
"230",230,"Belmont","CA","Notre Dame de Namur University",1,"www.ndnu.edu",3,2,1177,0.7771,932,19,31822,31822,0.5306,-122.284618,37.517501
"231",231,"Los Angeles","CA","Occidental College",1,"www.oxy.edu",3,2,2023,0.4204,1300,29,47522,47522,0.8522,-118.210783,34.126224
"232",232,"Costa Mesa","CA","Orange Coast College",1,"www.orangecoastcollege.edu/",2,1,20496,1,1061.44920634921,23.2588331963846,1184,6584,0.510104098765432,-117.911401,33.670171
"233",233,"Los Angeles","CA","Otis College of Art and Design",1,"www.otis.edu",3,2,1090,0.6648,1010,22,40490,40490,0.6311,-118.416615,33.956607
"234",234,"Oxnard","CA","Oxnard College",1,"www.oxnardcollege.edu",2,1,6652,1,1061.44920634921,23.2588331963846,1388,7050,0.510104098765432,-119.15549,34.164899
"235",235,"Fullerton","CA","Hope International University",1,"www.hiu.edu",3,2,816,0.31,896,19,27130,27130,0.4943,-117.88573,33.87616
"236",236,"Palo Alto","CA","Palo Alto University",1,"www.paloaltou.edu",3,2,194,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-122.186022,37.383251
"237",237,"Pasadena","CA","Pacific Oaks College",1,"www.pacificoaks.edu",3,2,482,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-118.151573,34.153073
"238",238,"Los Angeles","CA","Pacific States University",1,"www.psuca.edu",3,2,15,1,1061.44920634921,23.2588331963846,16036,16036,0,-118.299841,34.0607
"239",239,"Angwin","CA","Pacific Union College",1,"www.puc.edu",3,2,1583,0.4744,1017,23,28131,28131,0.4559,-122.449639,38.57409
"240",240,"Stockton","CA","University of the Pacific",1,"www.pacific.edu",3,2,3802,0.549,1185,27,41342,41342,0.6057,-121.307296,37.980624
"241",241,"Pasadena","CA","Pasadena City College",1,"www.pasadena.edu",2,1,24900,1,1061.44920634921,23.2588331963846,1152,6168,0.510104098765432,-118.118196,34.144552
"242",242,"Malibu","CA","Pepperdine University",1,"www.pepperdine.edu/",3,2,3434,0.3546,1234,28,46692,46692,0.8412,-118.707677,34.041912
"243",243,"Claremont","CA","Pitzer College",1,"www.pitzer.edu",3,2,1076,0.1302,1061.44920634921,23.2588331963846,47020,47020,0.8397,-117.705939,34.103408
"244",244,"San Diego","CA","Platt College-San Diego",1,"www.platt.edu",2,3,314,1,1061.44920634921,23.2588331963846,23250,23250,0.7037,-117.063483,32.76373
"245",245,"San Diego","CA","Point Loma Nazarene University",1,"www.pointloma.edu",3,2,2560,0.6953,1135,26,31406,31406,0.7342,-117.251204,32.713295
"246",246,"Claremont","CA","Pomona College",1,"www.pomona.edu",3,2,1635,0.1219,1454,33,45832,45832,0.9267,-117.711944,34.098298
"247",247,"Porterville","CA","Porterville College",1,"www.portervillecollege.edu",2,1,3319,1,1061.44920634921,23.2588331963846,1322,7118,0.510104098765432,-119.014368,36.049256
"248",248,"Torrance","CA","Westwood College-South Bay",1,"www.westwood.edu",3,3,441,1,1061.44920634921,23.2588331963846,15852,15852,0.2643,-118.289777,33.85182
"249",249,"Santa Ana","CA","Santa Ana College",1,"www.sac.edu",2,1,27443,1,1061.44920634921,23.2588331963846,1142,5318,0.510104098765432,-117.888384,33.759203
"250",250,"Redlands","CA","University of Redlands",1,"www.redlands.edu",3,2,3710,0.7309,1110,25,43186,43186,0.6871,-117.163847,34.063571
"251",251,"Eureka","CA","College of the Redwoods",1,"www.redwoods.edu",2,1,2635,1,1061.44920634921,23.2588331963846,1182,6846,0.510104098765432,-124.195075,40.696744
"252",252,"Whittier","CA","Rio Hondo College",1,"www.riohondo.edu",2,1,13915,1,1061.44920634921,23.2588331963846,1356,6760,0.510104098765432,-118.033329,34.019878
"253",253,"Riverside","CA","Riverside City College",1,"www.rcc.edu/riverside/",2,1,16547,1,1061.44920634921,23.2588331963846,1426,7366,0.510104098765432,-117.38054,33.971481
"254",254,"Los Angeles","CA","Dongguk University-Los Angeles",1,"www.dula.edu",4,2,20,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-118.289927,34.066226
"255",255,"Sacramento","CA","Sacramento City College",1,"www.scc.losrios.edu/",2,1,21506,1,1061.44920634921,23.2588331963846,1104,7272,0.510104098765432,-121.49166,38.541883
"256",256,"Oakland","CA","Samuel Merritt University",1,"www.samuelmerritt.edu",3,2,522,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-122.266331,37.82029
"257",257,"San Diego","CA","San Diego City College",1,"www.sdcity.edu/",2,1,13920,1,1061.44920634921,23.2588331963846,1142,5774,0.510104098765432,-117.151641,32.718855
"258",258,"San Diego","CA","San Diego Mesa College",1,"www.sdmesa.edu/",2,1,20838,1,1061.44920634921,23.2588331963846,1142,5774,0.510104098765432,-117.169072,32.804935
"259",259,"San Diego","CA","San Diego State University",1,"www.sdsu.edu",3,1,27824,0.3448,1115,25,6866,18026,0.6599,-117.071228,32.77525
"260",260,"San Diego","CA","University of San Diego",1,"www.sandiego.edu",3,2,5656,0.4625,1243,28,42908,42908,0.7673,-117.188721,32.77142
"261",261,"San Francisco","CA","San Francisco Art Institute",1,"www.sfai.edu",3,2,459,0.9508,1061.44920634921,23.2588331963846,40096,40096,0.3333,-122.417,37.803575
"262",262,"San Francisco","CA","San Francisco Conservatory of Music",1,"www.sfcm.edu",3,2,170,0.3727,1061.44920634921,23.2588331963846,40992,40992,0.5,-122.420143,37.775322
"263",263,"San Francisco","CA","San Francisco State University",1,"www.sfsu.edu",3,1,25170,0.6597,990,21,6468,17628,0.4974,-122.477905,37.721345
"264",264,"San Francisco","CA","University of San Francisco",1,"https://www.usfca.edu",3,2,6745,0.6005,1152,26,41450,41450,0.7046,-122.450977,37.775564
"265",265,"Stockton","CA","San Joaquin Delta College",1,"www.deltacollege.edu",2,1,15887,1,1061.44920634921,23.2588331963846,1104,6432,0.510104098765432,-121.317226,37.994643
"266",266,"Visalia","CA","San Joaquin Valley College-Visalia",1,"www.sjvc.edu",2,3,5219,1,1061.44920634921,23.2588331963846,15260.8861985472,17349.8388367161,0.510104098765432,-119.384981,36.328049
"267",267,"Rocklin","CA","William Jessup University",1,"WWW.JESSUP.EDU",3,2,1131,0.7581,1009,22,24990,24990,0.6667,-121.292968,38.819494
"268",268,"San Jose","CA","San Jose City College",1,"www.sjcc.edu",2,1,7654,1,1061.44920634921,23.2588331963846,1324,7010,0.510104098765432,-121.929747,37.316293
"269",269,"San Jose","CA","San Jose State University",1,"www.sjsu.edu",3,1,26528,0.5985,1038,22,7323,18483,0.516,-121.881214,37.335201
"270",270,"Bakersfield","CA","Santa Barbara Business College-Bakersfield",1,"sbbcollege.edu",2,3,562,1,1061.44920634921,23.2588331963846,14642,14642,0.4635,-119.061264,35.359544
"271",271,"Los Angeles","CA","Westwood College-Los Angeles",1,"www.westwood.edu",3,3,1689,1,1061.44920634921,23.2588331963846,15140,15140,0.3367,-118.293292,34.061397
"272",272,"Santa Maria","CA","Santa Barbara Business College-Santa Maria",1,"sbbcollege.edu",2,3,202,1,1061.44920634921,23.2588331963846,15226,15226,0.6,-119.699744,34.403862
"273",273,"Santa Barbara","CA","Santa Barbara City College",1,"www.sbcc.edu",2,1,15826,1,1061.44920634921,23.2588331963846,1374,6836,0.510104098765432,-119.698045,34.406788
"274",274,"Santa Clara","CA","Santa Clara University",1,"www.scu.edu",3,2,5447,0.4935,1309,30,43812,43812,0.8525,-121.938189,37.352706
"275",275,"Claremont","CA","Scripps College",1,"www.scrippscollege.edu",3,2,962,0.284,1360,31,47378,47378,0.8685,-117.711336,34.103655
"276",276,"Visalia","CA","College of the Sequoias",1,"www.cos.edu",2,1,9650,1,1061.44920634921,23.2588331963846,1362,6138,0.510104098765432,-119.314775,36.322957
"277",277,"Redding","CA","Shasta Bible College and Graduate School",1,"www.shasta.edu",3,2,39,1,1061.44920634921,23.2588331963846,11160,11160,0.375,-122.315742,40.564208
"278",278,"Redding","CA","Shasta College",1,"www.shastacollege.edu",2,1,7096,1,1061.44920634921,23.2588331963846,1183,6223,0.510104098765432,-122.317982,40.625731
"279",279,"Rocklin","CA","Sierra College",1,"www.sierracollege.edu",2,1,17296,1,1061.44920634921,23.2588331963846,1150,6190,0.510104098765432,-121.212646,38.792758
"280",280,"Redding","CA","Simpson University",1,"www.simpsonu.edu",3,2,1065,0.5736,1024,22,24300,24300,0.5244,-122.333048,40.61331
"281",281,"Weed","CA","College of the Siskiyous",1,"www.siskiyous.edu",2,1,1772,1,1061.44920634921,23.2588331963846,1146,6450,0.510104098765432,-122.389166,41.413848
"282",282,"San Bruno","CA","Skyline College",1,"skylinecollege.edu",2,1,8690,1,1061.44920634921,23.2588331963846,1447,6199,0.510104098765432,-122.465978,37.630543
"283",283,"San Bernardino","CA","San Bernardino Valley College",1,"www.valleycollege.edu",2,1,11590,1,1061.44920634921,23.2588331963846,1238,4420,0.510104098765432,-117.313814,34.088717
